type,weight,source,target
partnership,0.88598406,7,6406040
family_relationship,0.9075654,7,290834957
partnership,0.88567287,35,Faroe Islands Shrimp Shark
partnership,0.91349626,35,6406040
family_relationship,0.9180974,35,290834957
membership,0.9219533,35,Fisherman'sFriend Charter Boat S.A. de C.V. Freight 
ownership,0.6974,35,3896
membership,0.8922631,6406040,290834957
membership,0.9081499,6406040,Kayla Reynolds
membership,0.89024824,6406040,Fisherman'sFriend Charter Boat S.A. de C.V. Freight 
family_relationship,0.950393,6406040,yearsâthat
ownership,0.80103207,6406040,950574
ownership,0.8259875,6406040,7298083
partnership,0.911454,6406040,âfirst
membership,0.8432977,6406040,99661834
membership,0.8757013,6406040,b8567859-bf54-49fd-8332-5775e19c65af
membership,0.88491946,99575926,457009514
family_relationship,0.8476057,55,766649
family_relationship,0.86192167,55,888
family_relationship,0.82193726,55,b8567859-bf54-49fd-8332-5775e19c65af
membership,0.8205434,55,png xi  Line
family_relationship,0.80230343,766649,3404599
membership,0.9111117,766649,8814
membership,0.85703593,766649,25851337
membership,0.8559479,766649,b1a0ee2a-0e6d-48c2-b639-032e4648fa5c
family_relationship,0.8179646,955425,55
family_relationship,0.817458,955425,888
ownership,0.84608585,132,55
partnership,0.9136274,132,938816
partnership,0.9083334,132,ðªðª
partnership,0.9261072,132,5469
partnership,0.8725349,132,SeaSpray Wave SRL Solutions
membership,0.82255626,8701038,766649
family_relationship,0.83121526,8701038,91dcf36d-dba8-41e8-a4cc-912981a27296
family_relationship,0.8985173,8701038,526269
family_relationship,0.83220243,9067,750975
family_relationship,0.89366233,9067,3404599
family_relationship,0.94199437,9067,7775
membership,0.8255833,9067,26431
membership,0.8786979,9067,Fishing International
membership,0.8104566,9067,7539428
ownership,0.8262234,9067,76609426
membership,0.9531976,9067,âVirginia
ownership,0.91087276,9067,Launch Loversâ
membership,0.8335196,9067,Wendy Crane
family_relationship,0.86384934,9067,Andrea Gibson
family_relationship,0.8405013,9067,d5cbeea1-73ac-4d86-adeb-b609629b12bf
ownership,0.8155731,9067,Electronic
membership,0.8507884,9067,940161722
partnership,0.8365887,9067,43797101
partnership,0.868067,9067,535955126
partnership,0.8650615,9067,8211361
family_relationship,0.87009597,9067,979893388
partnership,0.8181993,9067,png xi  Line
family_relationship,0.89579934,750975,3404599
family_relationship,0.94157624,750975,7775
partnership,0.93012285,750975,755
family_relationship,0.96955264,750975,4348721
family_relationship,0.9706771,750975,USS Hershel
family_relationship,0.86362195,750975,Gregory Ortiz
family_relationship,0.8246503,750975,Michael Compton
family_relationship,0.8591079,750975,b20c0baf-8530-4a84-a5b6-8da324ebebdb
membership,0.81121385,750975,26431
membership,0.86910886,750975,Fishing International
membership,0.9053446,750975,13015105
family_relationship,0.8363317,750975,90
family_relationship,0.87499166,750975,884648
ownership,0.8371839,750975,Viento y Mar BV
membership,0.91079533,750975,497
membership,0.91521776,750975,Â£800
partnership,0.83333796,750975,b8567859-bf54-49fd-8332-5775e19c65af
family_relationship,0.8478948,750975,979893388
family_relationship,0.8589815,750975,979893388
family_relationship,0.8258793,750975,Sonia Fisheries Pvt
membership,0.9348653,750975,341411
ownership,0.88446784,750975,903311212
partnership,0.89678186,750975,png xi  Line
ownership,0.8442835,750975,png xi  Line
family_relationship,0.9254233,3404599,7775
partnership,0.8859771,85117949,750975
partnership,0.9567788,85117949,755
family_relationship,0.89992386,85117949,3404599
membership,0.8231836,85117949,Mrs. Crystal Reyes
family_relationship,0.92085695,85117949,6393
partnership,0.85174584,85117949,9067
membership,0.936132,85117949,8561
membership,0.89135635,85117949,826273
membership,0.8070283,85117949,71317
partnership,0.89383733,85117949,b8567859-bf54-49fd-8332-5775e19c65af
family_relationship,0.8568271,85117949,Sonia Fisheries Pvt
partnership,0.83422154,3506021,348079
family_relationship,0.8075534,3506021,l y S.A. de C.V. International
membership,0.83174706,3506021,Ms. Stephanie Rivera DDS
ownership,0.88981014,3506021,Spanish Shrimp  Carriers
membership,0.82715815,3506021,Tanzania
membership,0.8605831,3506021,aea12579-8802-4b2d-b432-fc35fe4d10d5
partnership,0.84429145,3506021,664738735
ownership,0.91540134,3506021,2262
ownership,0.89368916,3506021,5848
ownership,0.89758146,3506021,Mark Weiss
membership,0.8734488,3506021,Fish Sea
membership,0.8275707,3506021,Sea Products
membership,0.9436413,3506021,13015105
partnership,0.91516405,3506021,W Appliance
ownership,0.968845,3506021,185040354
partnership,0.80180764,3506021,860067396
membership,0.85128593,3506021,4447143
family_relationship,0.8588552,3506021,102642
family_relationship,0.84131473,3506021,71
partnership,0.8325063,3506021,300668979
partnership,0.8837605,3506021,Stacey Ortega
membership,0.9321291,3506021,0f952ad7-6ecb-472e-8a30-895501a0e8c8
membership,0.8715437,3506021,23777
membership,0.90566474,3506021,ba0514a3-9c57-4b04-a7c5-89fc0463fdda
membership,0.88243824,3506021,6780
membership,0.8551498,3506021,60197861
membership,0.92504054,3506021,f514483d-fb5f-4cb2-bb8d-b616b10336d8
partnership,0.8038398,3506021,341411
membership,0.8119753,3506021,Playa del Cielo Kga
family_relationship,0.84349066,3506021,png xi  Line
partnership,0.86972517,348079,78
family_relationship,0.89973414,95,2262
family_relationship,0.9289241,95,c73572b6-7b24-49e7-8f52-11cf8ec3c7d2
family_relationship,0.9249872,95,185040354
membership,0.81100243,95,47924922
family_relationship,0.8456866,95,967900443
partnership,0.91567713,95,854
partnership,0.9185217,95,Jerry Welch
family_relationship,0.831495,95,7670
family_relationship,0.826919,95,aea12579-8802-4b2d-b432-fc35fe4d10d5
family_relationship,0.8334348,95,Tanzania
family_relationship,0.9169947,95,95c715ba-891e-4472-8e2a-4e746dcc266a
family_relationship,0.846586,95,341411
family_relationship,0.9066087,95,341411
family_relationship,0.88104,95,903311212
membership,0.81687987,95,Ocean Fisheries Llc
membership,0.81064475,95,Ocean Fisheries Llc
family_relationship,0.838078,95,png xi  Line
partnership,0.9468992,â8â,ârefer
partnership,0.9339626,â8â,â10â
partnership,0.9305371,â8â,Alyssa Huffman
partnership,0.9154693,ârefer,â10â
partnership,0.9127536,ârefer,Alyssa Huffman
partnership,0.9051923,â10â,Alyssa Huffman
family_relationship,0.87159646,245,551
family_relationship,0.8000875,245,Paul Parker
partnership,0.88232964,245,Marie Lee
membership,0.87555176,245,903311212
ownership,0.8770235,300668979,âNoticesââ
partnership,0.83605367,300668979,Stacey Ortega
membership,0.9019934,300668979,Mar del Oeste Pic
membership,0.8772979,300668979,Ocean Fisheries Llc
ownership,0.8845907,651,âNoticesââ
family_relationship,0.96131605,7845,Timothy Reeves
membership,0.9063624,7845,3404599
partnership,0.8709405,7845,Ocean Fisheries Llc
ownership,0.8420764,265700083,McLeanâs
ownership,0.8582992,265700083,Ocean Fisheries Llc
ownership,0.8625258,265700083,Ocean Fisheries Llc
membership,0.8450498,47679,967900443
ownership,0.8999625,47679,995899
ownership,0.8643245,47679,1560
ownership,0.8754837,47679,47249
ownership,0.8636944,47679,23399545
ownership,0.8706045,47679,829
membership,0.8469322,47679,Jammu & Kashmir Ltd Family
ownership,0.88941103,47679,1360
ownership,0.8031474,47679,1853970
family_relationship,0.89346796,47679,75399
family_relationship,0.8516319,47679,235866056
family_relationship,0.9204893,47679,Irish Sea Seaside GmbH & Co. KG Distribution
family_relationship,0.833065,47679,93
family_relationship,0.8092103,47679,Olivia Bailey
family_relationship,0.83048725,47679,Faroe Islands Shrimp Shark
family_relationship,0.8217446,47679,Faroe Islands Shrimp Shark
family_relationship,0.80133104,47679,172114
ownership,0.8295202,47679,903
family_relationship,0.8901544,47679,Angela Powers
membership,0.81241965,47679,Feb
partnership,0.80931497,47679,American
family_relationship,0.8384188,47679,Christopher Cunningham
family_relationship,0.8066972,47679,Christopher Cunningham
family_relationship,0.8360254,47679,Christopher Cunningham
family_relationship,0.89622176,47679,b8567859-bf54-49fd-8332-5775e19c65af
family_relationship,0.8306241,47679,b8567859-bf54-49fd-8332-5775e19c65af
family_relationship,0.8367013,47679,341411
family_relationship,0.8379041,47679,341411
membership,0.91958916,47679,png xi  Line
family_relationship,0.86381763,47679,png xi  Line
partnership,0.81553334,47679,Ocean Fisheries Llc
family_relationship,0.9315493,47679,903311212
family_relationship,0.85848475,d0123474-8425-4ab0-90d5-175920158638,William Bradley
family_relationship,0.8792762,d0123474-8425-4ab0-90d5-175920158638,dec44f58-94b0-4070-bfb3-1e13ef308ec3
family_relationship,0.9026426,d0123474-8425-4ab0-90d5-175920158638,Michelle Singh
family_relationship,0.90756965,d0123474-8425-4ab0-90d5-175920158638,SSN
family_relationship,0.94460464,d0123474-8425-4ab0-90d5-175920158638,Tyler Palmer
partnership,0.8815665,d0123474-8425-4ab0-90d5-175920158638,Montrose
family_relationship,0.80853903,d0123474-8425-4ab0-90d5-175920158638,291669
family_relationship,0.88711065,d0123474-8425-4ab0-90d5-175920158638,425887173
membership,0.8873231,d0123474-8425-4ab0-90d5-175920158638,Andrea Gibson
ownership,0.93032837,d0123474-8425-4ab0-90d5-175920158638,64338295
ownership,0.8395138,d0123474-8425-4ab0-90d5-175920158638,81
membership,0.84227544,d0123474-8425-4ab0-90d5-175920158638,6c7a8222-efc7-41a6-809a-043b091ae04a
partnership,0.8510625,d0123474-8425-4ab0-90d5-175920158638,png xi  Line
family_relationship,0.92185473,425887173,2262
membership,0.88869596,425887173,Andrea Gibson
family_relationship,0.8483191,425887173,The Salty Pearl River S.p.A. Export
family_relationship,0.8213513,425887173,Ancla del Mar Kga
membership,0.9147456,86597,526269
family_relationship,0.8328319,86597,73166320
membership,0.8055693,405ab2a5-68f0-4304-ab94-24c7995a248e,290834957
membership,0.8993094,405ab2a5-68f0-4304-ab94-24c7995a248e,526269
ownership,0.83541656,405ab2a5-68f0-4304-ab94-24c7995a248e,dbb07e32-a8f4-47d0-ae61-c2e9774e9284
membership,0.837625,44842,e2b334d9-4d51-40b2-a7b1-441b88400b75
membership,0.88781285,44842,290834957
membership,0.84335315,44842,86597
membership,0.9429122,44842,526269
ownership,0.8382042,44842,91dcf36d-dba8-41e8-a4cc-912981a27296
membership,0.8333457,e2b334d9-4d51-40b2-a7b1-441b88400b75,290834957
membership,0.90694094,e2b334d9-4d51-40b2-a7b1-441b88400b75,526269
ownership,0.8141678,e2b334d9-4d51-40b2-a7b1-441b88400b75,91dcf36d-dba8-41e8-a4cc-912981a27296
membership,0.8302531,68,290834957
membership,0.91214293,68,526269
family_relationship,0.8760737,610,Raymond Howell
ownership,0.90863675,Marine,4063
family_relationship,0.8628217,Marine,740523
membership,0.8388692,Marine,vesselâs
ownership,0.819721,Marine,Amy Mcclure
ownership,0.8394233,Marine,Jessica Mullins
ownership,0.8182486,Marine,John Martin
family_relationship,0.8625801,Marine,341411
partnership,0.83542544,Marine,png xi  Line
partnership,0.86559874,Marine,Ocean Fisheries Llc
ownership,0.89587003,91dcf36d-dba8-41e8-a4cc-912981a27296,526269
partnership,0.9062052,69150209,l y S.A. de C.V. International
partnership,0.94104576,69150209,Aquacultureâ
partnership,0.909481,69150209,c01c6a10-60c9-4f11-9409-aa04c3963826
partnership,0.8844671,69150209,156
partnership,0.88598055,69150209,1eb512b7-c4ce-4b7e-9965-2236bf1afc9e
partnership,0.96227,69150209,57
partnership,0.97509354,69150209,Luis Jones
partnership,0.8617818,69150209,f2aee915-d483-4823-a030-9aac5e44c1fe
partnership,0.9590134,69150209,17232
partnership,0.924902,69150209,Derek Burke
partnership,0.83643967,69150209,119411
ownership,0.8775552,69150209,f810c631-9f7d-4219-ade0-b44c4c9abf62
ownership,0.9151142,69150209,51
partnership,0.8604943,69150209,979893388
partnership,0.8947189,2,l y S.A. de C.V. International
membership,0.89628774,2,2591586
membership,0.82559985,2,49
family_relationship,0.84881485,2,Spanish Shrimp  Carriers
membership,0.806194,2,Brett Lee
membership,0.89531815,2,SeaSpray Wave SRL Solutions
family_relationship,0.89079857,72,35881
family_relationship,0.8246702,72,Sonia Fisheries Pvt
membership,0.82301563,06430a2c-805a-4a76-bbda-2a24c0c860d7,290834957
membership,0.80150247,Derek Burke,290834957
partnership,0.9551956,Derek Burke,38
partnership,0.95292616,Derek Burke,138782226
partnership,0.8937253,Derek Burke,42
partnership,0.96197516,Derek Burke,520
partnership,0.94848573,Derek Burke,277983365
partnership,0.9636095,Derek Burke,85
ownership,0.92547244,Derek Burke,1576352
partnership,0.95630246,Derek Burke,57
partnership,0.85808897,Derek Burke,119411
partnership,0.90532357,Derek Burke,c01c6a10-60c9-4f11-9409-aa04c3963826
family_relationship,0.92974246,Derek Burke,Matthew Fletcher
family_relationship,0.92490745,Derek Burke,Daniel Mcclain
ownership,0.9372183,Derek Burke,962534403
family_relationship,0.9249244,Derek Burke,Michele Taylor
family_relationship,0.8416526,Derek Burke,Morgan Bell
ownership,0.824077,490653,Christopher Cunningham
partnership,0.8001797,490653,SeaSpray Wave SRL Solutions
ownership,0.8246233,490653,903311212
partnership,0.8831469,775298545,650512
ownership,0.8413595,775298545,26676370
ownership,0.8352715,775298545,341411
family_relationship,0.8048599,44956,3
family_relationship,0.8288136,44956,3404599
membership,0.823576,44956,4f533d76-17d7-4b95-86b5-106503c99b0c
family_relationship,0.8468563,3,3404599
family_relationship,0.95110565,5,665912557
membership,0.86358595,5,Julie Callahan
family_relationship,0.959009,5,979893388
membership,0.9471978,5,903311212
ownership,0.8358215,5,SeaSpray Wave SRL Solutions
membership,0.89943177,77,Ryan Lewis
membership,0.88028765,77,Christina Chavez
membership,0.8415545,77,38
membership,0.8979086,77,Jessica Figueroa DDS
family_relationship,0.82777286,Andrea Gibson,Jamie Robinson
membership,0.91349745,Andrea Gibson,âDesbloqueio pÃ
family_relationship,0.92182255,Andrea Gibson,Brian Dennis
family_relationship,0.83309394,Andrea Gibson,Frederick Kent
membership,0.8848664,Andrea Gibson,858773
partnership,0.85460746,7298083,7361
membership,0.91268694,7298083,âlocalâ
membership,0.91548765,7298083,Ex-Lax
ownership,0.82628816,7298083,78565892
membership,0.8020636,7298083,salmon
ownership,0.8037681,7298083,Angela Powers
membership,0.912199,7298083,9166
partnership,0.8317246,7298083,185040354
membership,0.85085946,7298083,759
ownership,0.8803859,7298083,2262
membership,0.9063994,7298083,Pacific Island States United Statesâ
partnership,0.9350891,7298083,territory American Samoa
partnership,0.85632855,7298083,PC
partnership,0.8105983,7298083,7892
partnership,0.8589457,7298083,39
partnership,0.8562819,7298083,6406040
ownership,0.84161437,7298083,76609426
membership,0.8781474,7298083,Fishisland
membership,0.8161097,7298083,Tamil Nadu S.p.A.
membership,0.8215945,7298083,5680682
membership,0.93202955,7298083,Mar del Oeste Pic
membership,0.9454411,7298083,Ocean Fisheries Llc
membership,0.96567106,7298083,Ocean Fisheries Llc
membership,0.8923753,7298083,Ocean Fisheries Llc
partnership,0.9125178,7298083,png xi  Line
partnership,0.83287716,21,6
partnership,0.81968796,21,Alexander Buchanan
partnership,0.8030494,21,Maria Mitchell
membership,0.83680797,6,Alexander Buchanan
membership,0.806528,6,21
membership,0.8349559,6,Maria Mitchell
membership,0.83133465,6,845
ownership,0.8100647,6,Deborah Bell
partnership,0.8081518,6,png xi  Line
membership,0.80449533,Maria Mitchell,78565892
ownership,0.8564809,Maria Mitchell,47679
ownership,0.8219581,Maria Mitchell,Turkish Sword Ltd Export
membership,0.8146505,Maria Mitchell,98332
partnership,0.8509531,Maria Mitchell,693436
partnership,0.8317078,Maria Mitchell,979893388
membership,0.82403266,Maria Mitchell,Ocean Fisheries Llc
ownership,0.81732166,9,979893388
ownership,0.9063716,9,903311212
ownership,0.84616244,9,Ocean Fisheries Llc
ownership,0.8303475,9,SeaSpray Wave SRL Solutions
partnership,0.89000916,9,Mar del Oeste Pic
family_relationship,0.9222154,14bda3bb-9993-4265-97cc-1747808c144e,Ship2Report
family_relationship,0.8330679,14bda3bb-9993-4265-97cc-1747808c144e,e85c691a-2adc-4094-8d29-5ea328486951
family_relationship,0.8816753,14bda3bb-9993-4265-97cc-1747808c144e,1225
partnership,0.95530415,14bda3bb-9993-4265-97cc-1747808c144e,Alan Wells
membership,0.88035864,14bda3bb-9993-4265-97cc-1747808c144e,Melinda Wade
membership,0.8871055,14bda3bb-9993-4265-97cc-1747808c144e,2751
family_relationship,0.9092422,14bda3bb-9993-4265-97cc-1747808c144e,47
family_relationship,0.85526854,14bda3bb-9993-4265-97cc-1747808c144e,8153f5cb-e1f7-49bb-91bb-24b3a296a40a
membership,0.91760004,14bda3bb-9993-4265-97cc-1747808c144e,Tony Patterson
membership,0.85729104,14bda3bb-9993-4265-97cc-1747808c144e,6f59e8d7-8f5d-4a7d-a3a4-50ddcb7ad9ad
family_relationship,0.9431946,14bda3bb-9993-4265-97cc-1747808c144e,Kelsey Tucker
membership,0.829908,14bda3bb-9993-4265-97cc-1747808c144e,Jammu & Kashmir Limited Liability Company Delivery
ownership,0.867672,14bda3bb-9993-4265-97cc-1747808c144e,âcrisisâ
membership,0.8944585,14bda3bb-9993-4265-97cc-1747808c144e,1303
membership,0.8740055,14bda3bb-9993-4265-97cc-1747808c144e,heâs
membership,0.94349986,14bda3bb-9993-4265-97cc-1747808c144e,ânoncitizen
membership,0.8670705,14bda3bb-9993-4265-97cc-1747808c144e,Faroe Islands Shrimp Shark
family_relationship,0.8278751,14bda3bb-9993-4265-97cc-1747808c144e,979893388
