type,weight,dataset,source,target,key
family_relationship,0.8977236,MC1,828063,png xi  Line,0
membership,0.89314026,MC1,5362,Morgan Black,0
membership,0.8519429,MC1,5362,Calvin Salas,0
ownership,0.8568256,MC1,5362,Sarah Williams,0
ownership,0.9120001,MC1,5362,âsatisfactoryâ,0
ownership,0.82622534,MC1,5362,SeaSpray Wave SRL Solutions,0
ownership,0.8728996,MC1,Tshikele Ltd. Liability Co,5e6b70db-a04a-4440-8991-3a92b5c4ac4d,0
family_relationship,0.8588145,MC1,111856,df76b4cf-1019-4768-93cd-27122ef3bacc,0
ownership,0.8948096,MC1,111856,Michael Chen,0
partnership,0.88877594,MC1,88b35c10-45ae-4ded-ae4a-6cad038cfd91,553828215,0
partnership,0.8572266,MC1,88b35c10-45ae-4ded-ae4a-6cad038cfd91,663,0
partnership,0.8245995,MC1,88b35c10-45ae-4ded-ae4a-6cad038cfd91,Ocean Fisheries Llc,0
partnership,0.86742634,MC1,553828215,663,0
family_relationship,0.8187154,MC1,553828215,png xi  Line,0
membership,0.810149,MC1,90be60b1-61d8-4115-b133-e4c8e09383eb,81211950,0
membership,0.8699912,MC1,90be60b1-61d8-4115-b133-e4c8e09383eb,52134252,0
membership,0.89862293,MC1,90be60b1-61d8-4115-b133-e4c8e09383eb,679399,0
membership,0.9180336,MC1,90be60b1-61d8-4115-b133-e4c8e09383eb,3436524,0
membership,0.8690297,MC1,90be60b1-61d8-4115-b133-e4c8e09383eb,5372,0
membership,0.81088257,MC1,90be60b1-61d8-4115-b133-e4c8e09383eb,67716449,0
membership,0.82943267,MC1,81211950,52134252,0
membership,0.8525208,MC1,81211950,679399,0
membership,0.8751634,MC1,81211950,3436524,0
membership,0.81662387,MC1,81211950,5372,0
membership,0.8913731,MC1,e2844e89-d2d8-428d-8284-a0f2d9450a14,52134252,0
membership,0.9141967,MC1,e2844e89-d2d8-428d-8284-a0f2d9450a14,679399,0
membership,0.93762475,MC1,e2844e89-d2d8-428d-8284-a0f2d9450a14,3436524,0
membership,0.8996999,MC1,e2844e89-d2d8-428d-8284-a0f2d9450a14,5372,0
membership,0.8512353,MC1,e2844e89-d2d8-428d-8284-a0f2d9450a14,67716449,0
membership,0.80615103,MC1,4406,679399,0
membership,0.8390454,MC1,4406,3436524,0
partnership,0.8082797,MC1,ed114149-9468-41b4-adda-343883e79e04,7682,0
partnership,0.8884543,MC1,ed114149-9468-41b4-adda-343883e79e04,d6dbac2d-ba76-4503-be09-e0444b936bd0,0
partnership,0.826762,MC1,7682,d6dbac2d-ba76-4503-be09-e0444b936bd0,0
partnership,0.8169282,MC1,7682,959344,0
ownership,0.8027883,MC1,43223,73470062,0
ownership,0.8114982,MC1,43223,Kenneth Fox,0
membership,0.9253672,MC1,43223,Ocean Fisheries Llc,0
ownership,0.8274088,MC1,765078,172279392,0
ownership,0.91446215,MC1,765078,Amanda Mckenzie,0
ownership,0.82430506,MC1,172279392,Amanda Mckenzie,0
ownership,0.95770806,MC1,7f3d323d-54e3-49f8-9c28-7aa5cb4c7248,Diane Hughes,0
family_relationship,0.8264424,MC1,Jason Hughes,Dawn Sanchez,0
family_relationship,0.8725814,MC1,Jason Hughes,Donna Davis,0
partnership,0.8255313,MC1,Jason Hughes,903311212,0
partnership,0.88582754,MC1,858773,âAs,0
membership,0.83275026,MC1,4852,48,0
ownership,0.9522465,MC1,4852,Amanda Rogers,0
ownership,0.8948284,MC1,4852,28890617,0
membership,0.94010365,MC1,14f1538d-29ed-43f4-ac8f-7a6ce01b9c00,2e579f6f-eca3-498d-a523-b1da1e85a5cf,0
ownership,0.8148457,MC1,06c85abe-f160-4a9f-bfb2-d58099a6be80,80737369,0
membership,0.8818683,MC1,06c85abe-f160-4a9f-bfb2-d58099a6be80,William Lopez,0
membership,0.87811446,MC1,06c85abe-f160-4a9f-bfb2-d58099a6be80,135338,0
family_relationship,0.8964549,MC1,Joseph Hawkins,âŠ,0
partnership,0.9106202,MC1,Joseph Hawkins,SeaSpray Wave SRL Solutions,0
ownership,0.8040066,MC1,Linda Jones,estÃ,0
ownership,0.93984056,MC1,Linda Jones,maÃ±ana asÃ,0
ownership,0.95495445,MC1,estÃ,maÃ±ana asÃ,0
membership,0.81177056,MC1,739622,7675191,0
membership,0.91534233,MC1,739622,4356,0
membership,0.87543917,MC1,739622,weeks 55,0
membership,0.8546537,MC1,739622,979893388,0
membership,0.89707685,MC1,7675191,4356,0
membership,0.8545567,MC1,7675191,weeks 55,0
membership,0.81096625,MC1,7675191,9067,0
membership,0.85666907,MC1,7675191,940161722,0
membership,0.84073246,MC1,7675191,979893388,0
membership,0.84819794,MC1,4356,weeks 55,0
membership,0.85052747,MC1,4356,Jammu & Kashmir Limited Liability Company Delivery,0
partnership,0.81033415,MC1,4356,Joseph Hawkins,0
family_relationship,0.91369843,MC1,4356,âŠ,0
partnership,0.9170148,MC1,4356,Christopher Simon,0
partnership,0.832377,MC1,4356,Michael Johnson,0
ownership,0.8769291,MC1,4356,29167335,0
ownership,0.85649055,MC1,4356,Playa de la Luna Ltd. Corporation,0
membership,0.82611614,MC1,4356,979893388,0
membership,0.8831735,MC1,Meghan Johnson,weeks 55,0
ownership,0.905635,MC1,Meghan Johnson,4356,0
membership,0.91272795,MC1,Meghan Johnson,Jammu & Kashmir Limited Liability Company Delivery,0
ownership,0.87156534,MC1,Meghan Johnson,82379,0
ownership,0.8850465,MC1,Meghan Johnson,883290144,0
ownership,0.8864049,MC1,Meghan Johnson,8453714,0
ownership,0.8908373,MC1,Meghan Johnson,29167335,0
ownership,0.86428314,MC1,Meghan Johnson,Playa de la Luna Ltd. Corporation,0
membership,0.85136116,MC1,Meghan Johnson,869882172,0
family_relationship,0.8076431,MC1,Meghan Johnson,Faroe Islands Shrimp Shark,0
family_relationship,0.8139215,MC1,Cody Baird,weeks 55,0
membership,0.8841212,MC1,Mark Norton,19,0
membership,0.89260566,MC1,Mark Norton,Faroe Islands Shrimp Shark,0
ownership,0.8183825,MC1,233,Dutch Herring Inc Transportation,0
ownership,0.9000226,MC1,60-day,29167335,0
ownership,0.8120429,MC1,60-day,73,0
ownership,0.8726184,MC1,60-day,Playa de la Luna Ltd. Corporation,0
ownership,0.8246143,MC1,73,Playa de la Luna Ltd. Corporation,0
membership,0.8605336,MC1,73,374585759,0
family_relationship,0.8326419,MC1,092836e4-7218-4d3d-85da-9df420356be7,6046437,0
family_relationship,0.82970273,MC1,092836e4-7218-4d3d-85da-9df420356be7,3590dd7e-a6cd-416d-9b42-68f692ad83ee,0
partnership,0.8409762,MC1,Luis Jones,f2aee915-d483-4823-a030-9aac5e44c1fe,0
partnership,0.94910926,MC1,Luis Jones,57,0
partnership,0.9316988,MC1,Luis Jones,c01c6a10-60c9-4f11-9409-aa04c3963826,0
partnership,0.95337355,MC1,Luis Jones,17232,0
family_relationship,0.9206601,MC1,Luis Jones,Derek Burke,0
partnership,0.8183318,MC1,Luis Jones,119411,0
partnership,0.8165173,MC1,17232,Derek Burke,0
partnership,0.8913128,MC1,17232,57,0
partnership,0.8978029,MC1,6070651,69150209,0
partnership,0.9322106,MC1,6070651,c01c6a10-60c9-4f11-9409-aa04c3963826,0
partnership,0.91482264,MC1,6070651,156,0
partnership,0.91026115,MC1,6070651,1eb512b7-c4ce-4b7e-9965-2236bf1afc9e,0
partnership,0.97147906,MC1,6070651,57,0
partnership,0.9827055,MC1,6070651,Luis Jones,0
partnership,0.89708734,MC1,6070651,f2aee915-d483-4823-a030-9aac5e44c1fe,0
partnership,0.97057986,MC1,6070651,17232,0
partnership,0.9444851,MC1,6070651,Derek Burke,0
partnership,0.8767988,MC1,6070651,119411,0
partnership,0.8969305,MC1,6070651,979893388,0
partnership,0.9169572,MC1,c01c6a10-60c9-4f11-9409-aa04c3963826,156,0
partnership,0.91951555,MC1,c01c6a10-60c9-4f11-9409-aa04c3963826,1eb512b7-c4ce-4b7e-9965-2236bf1afc9e,0
partnership,0.97308344,MC1,c01c6a10-60c9-4f11-9409-aa04c3963826,57,0
partnership,0.98341274,MC1,c01c6a10-60c9-4f11-9409-aa04c3963826,Luis Jones,0
partnership,0.89754057,MC1,c01c6a10-60c9-4f11-9409-aa04c3963826,f2aee915-d483-4823-a030-9aac5e44c1fe,0
partnership,0.9718464,MC1,c01c6a10-60c9-4f11-9409-aa04c3963826,17232,0
partnership,0.94553363,MC1,c01c6a10-60c9-4f11-9409-aa04c3963826,Derek Burke,0
partnership,0.8804507,MC1,c01c6a10-60c9-4f11-9409-aa04c3963826,119411,0
partnership,0.9670876,MC1,c01c6a10-60c9-4f11-9409-aa04c3963826,51,0
ownership,0.87644064,MC1,c01c6a10-60c9-4f11-9409-aa04c3963826,Anna Ortiz,0
ownership,0.81177276,MC1,c01c6a10-60c9-4f11-9409-aa04c3963826,69150209,0
ownership,0.94526845,MC1,c01c6a10-60c9-4f11-9409-aa04c3963826,f810c631-9f7d-4219-ade0-b44c4c9abf62,0
membership,0.8616624,MC1,c01c6a10-60c9-4f11-9409-aa04c3963826,William Rivera,0
membership,0.9029129,MC1,c01c6a10-60c9-4f11-9409-aa04c3963826,Liibaan General Trading Co,0
ownership,0.9618911,MC1,c01c6a10-60c9-4f11-9409-aa04c3963826,Christopher Garrett,0
ownership,0.9498729,MC1,c01c6a10-60c9-4f11-9409-aa04c3963826,206e3508-bbef-4473-906a-88e3f17c57ae,0
ownership,0.9462648,MC1,c01c6a10-60c9-4f11-9409-aa04c3963826,db83c37f-86e4-4694-a81c-ede2a01aef71,0
ownership,0.87821436,MC1,c01c6a10-60c9-4f11-9409-aa04c3963826,Morgan Bell,0
ownership,0.9492641,MC1,c01c6a10-60c9-4f11-9409-aa04c3963826,626,0
ownership,0.9435075,MC1,c01c6a10-60c9-4f11-9409-aa04c3963826,Matthew Fletcher,0
membership,0.93753254,MC1,c01c6a10-60c9-4f11-9409-aa04c3963826,Daniel Mcclain,0
ownership,0.94985896,MC1,c01c6a10-60c9-4f11-9409-aa04c3963826,962534403,0
ownership,0.9391874,MC1,c01c6a10-60c9-4f11-9409-aa04c3963826,Michele Taylor,0
partnership,0.9269801,MC1,c01c6a10-60c9-4f11-9409-aa04c3963826,431,0
membership,0.96127516,MC1,c01c6a10-60c9-4f11-9409-aa04c3963826,Ms. Stephanie Rivera DDS,0
membership,0.92728186,MC1,c01c6a10-60c9-4f11-9409-aa04c3963826,Mark Hernandez PhD,0
membership,0.92745304,MC1,c01c6a10-60c9-4f11-9409-aa04c3963826,RPG,0
membership,0.93577635,MC1,c01c6a10-60c9-4f11-9409-aa04c3963826,3129,0
membership,0.9726917,MC1,c01c6a10-60c9-4f11-9409-aa04c3963826,Jesse Thompson,0
ownership,0.86394393,MC1,c01c6a10-60c9-4f11-9409-aa04c3963826,Melissa Norman,0
ownership,0.94555354,MC1,c01c6a10-60c9-4f11-9409-aa04c3963826,Jennifer Andrade,0
ownership,0.8162873,MC1,c01c6a10-60c9-4f11-9409-aa04c3963826,Christopher Cunningham,0
partnership,0.90000683,MC1,c01c6a10-60c9-4f11-9409-aa04c3963826,979893388,0
ownership,0.92115724,MC1,c01c6a10-60c9-4f11-9409-aa04c3963826,Sonia Fisheries Pvt,0
membership,0.95529056,MC1,c01c6a10-60c9-4f11-9409-aa04c3963826,Playa del Cielo Kga,0
partnership,0.89846027,MC1,156,1eb512b7-c4ce-4b7e-9965-2236bf1afc9e,0
partnership,0.92557365,MC1,156,c01c6a10-60c9-4f11-9409-aa04c3963826,0
partnership,0.9667742,MC1,156,57,0
partnership,0.9797711,MC1,156,Luis Jones,0
partnership,0.8845593,MC1,156,f2aee915-d483-4823-a030-9aac5e44c1fe,0
partnership,0.9672668,MC1,156,17232,0
partnership,0.93980837,MC1,156,Derek Burke,0
partnership,0.8642386,MC1,156,119411,0
partnership,0.8786698,MC1,156,Morgan Bell,0
ownership,0.84193265,MC1,156,Brenda Andrews,0
partnership,0.96173096,MC1,156,Michael Andrews,0
partnership,0.9171941,MC1,156,Lisa Gomez,0
partnership,0.8908442,MC1,156,431,0
family_relationship,0.9295944,MC1,156,Faroe Islands Shrimp Shark,0
partnership,0.8817072,MC1,156,979893388,0
partnership,0.91144896,MC1,1eb512b7-c4ce-4b7e-9965-2236bf1afc9e,c01c6a10-60c9-4f11-9409-aa04c3963826,0
partnership,0.9632099,MC1,1eb512b7-c4ce-4b7e-9965-2236bf1afc9e,57,0
partnership,0.97642195,MC1,1eb512b7-c4ce-4b7e-9965-2236bf1afc9e,Luis Jones,0
partnership,0.86135024,MC1,1eb512b7-c4ce-4b7e-9965-2236bf1afc9e,f2aee915-d483-4823-a030-9aac5e44c1fe,0
partnership,0.9565088,MC1,1eb512b7-c4ce-4b7e-9965-2236bf1afc9e,17232,0
partnership,0.92677015,MC1,1eb512b7-c4ce-4b7e-9965-2236bf1afc9e,Derek Burke,0
partnership,0.83951545,MC1,1eb512b7-c4ce-4b7e-9965-2236bf1afc9e,119411,0
partnership,0.8684314,MC1,1eb512b7-c4ce-4b7e-9965-2236bf1afc9e,979893388,0
family_relationship,0.8912182,MC1,Timothy Benjamin,Carrie Elliott,0
partnership,0.8957539,MC1,Timothy Benjamin,c01c6a10-60c9-4f11-9409-aa04c3963826,0
partnership,0.9061913,MC1,Timothy Benjamin,57,0
partnership,0.933606,MC1,Timothy Benjamin,51,0
partnership,0.87364554,MC1,51,c01c6a10-60c9-4f11-9409-aa04c3963826,0
partnership,0.9214966,MC1,51,57,0
ownership,0.83335096,MC1,Anna Ortiz,51,0
ownership,0.9615987,MC1,f810c631-9f7d-4219-ade0-b44c4c9abf62,51,0
ownership,0.9426017,MC1,f810c631-9f7d-4219-ade0-b44c4c9abf62,57,0
membership,0.8006487,MC1,William Rivera,c01c6a10-60c9-4f11-9409-aa04c3963826,0
membership,0.8141529,MC1,Liibaan General Trading Co,c01c6a10-60c9-4f11-9409-aa04c3963826,0
ownership,0.8883718,MC1,206e3508-bbef-4473-906a-88e3f17c57ae,db83c37f-86e4-4694-a81c-ede2a01aef71,0
ownership,0.8926901,MC1,206e3508-bbef-4473-906a-88e3f17c57ae,626,0
ownership,0.8976386,MC1,206e3508-bbef-4473-906a-88e3f17c57ae,Derek Burke,0
membership,0.89158875,MC1,206e3508-bbef-4473-906a-88e3f17c57ae,Matthew Fletcher,0
membership,0.8787459,MC1,206e3508-bbef-4473-906a-88e3f17c57ae,Daniel Mcclain,0
ownership,0.896411,MC1,206e3508-bbef-4473-906a-88e3f17c57ae,962534403,0
membership,0.8758259,MC1,206e3508-bbef-4473-906a-88e3f17c57ae,Michele Taylor,0
ownership,0.83127147,MC1,206e3508-bbef-4473-906a-88e3f17c57ae,Sonia Fisheries Pvt,0
membership,0.9064894,MC1,206e3508-bbef-4473-906a-88e3f17c57ae,Playa del Cielo Kga,0
ownership,0.8777315,MC1,db83c37f-86e4-4694-a81c-ede2a01aef71,626,0
ownership,0.87366825,MC1,db83c37f-86e4-4694-a81c-ede2a01aef71,Derek Burke,0
ownership,0.8626226,MC1,db83c37f-86e4-4694-a81c-ede2a01aef71,Matthew Fletcher,0
ownership,0.84287006,MC1,db83c37f-86e4-4694-a81c-ede2a01aef71,Daniel Mcclain,0
ownership,0.8730912,MC1,db83c37f-86e4-4694-a81c-ede2a01aef71,962534403,0
ownership,0.847795,MC1,db83c37f-86e4-4694-a81c-ede2a01aef71,Michele Taylor,0
membership,0.8844667,MC1,db83c37f-86e4-4694-a81c-ede2a01aef71,Playa del Cielo Kga,0
ownership,0.915383,MC1,626,Derek Burke,0
ownership,0.9111783,MC1,626,Matthew Fletcher,0
ownership,0.9060778,MC1,626,Daniel Mcclain,0
ownership,0.9175607,MC1,626,962534403,0
ownership,0.90836895,MC1,626,Michele Taylor,0
ownership,0.81290066,MC1,626,Morgan Bell,0
ownership,0.85292,MC1,Daniel Mcclain,c01c6a10-60c9-4f11-9409-aa04c3963826,0
ownership,0.8257597,MC1,962534403,Michele Taylor,0
family_relationship,0.8113575,MC1,Michael Andrews,Morgan Bell,0
family_relationship,0.90256494,MC1,Michael Andrews,Lisa Gomez,0
partnership,0.8677295,MC1,Michael Andrews,c01c6a10-60c9-4f11-9409-aa04c3963826,0
partnership,0.8640304,MC1,Michael Andrews,431,0
family_relationship,0.88418746,MC1,Brenda Andrews,Michael Andrews,0
partnership,0.8047317,MC1,Brenda Andrews,Faroe Islands Shrimp Shark,0
ownership,0.89718914,MC1,Mark Hernandez PhD,RPG,0
ownership,0.90296006,MC1,Mark Hernandez PhD,c01c6a10-60c9-4f11-9409-aa04c3963826,0
family_relationship,0.90033215,MC1,Mark Hernandez PhD,Daniel Mcclain,0
family_relationship,0.96082944,MC1,Mark Hernandez PhD,Sarah Garcia,0
family_relationship,0.9491911,MC1,Mark Hernandez PhD,Jessica James,0
ownership,0.95557153,MC1,Mark Hernandez PhD,26794528-86a5-4b5e-802f-50c3f226c66b,0
family_relationship,0.8426856,MC1,Mark Hernandez PhD,Morgan Bell,0
ownership,0.9055082,MC1,Mark Hernandez PhD,57,0
membership,0.84079915,MC1,Mark Hernandez PhD,5700,0
membership,0.900548,MC1,Mark Hernandez PhD,93380783,0
family_relationship,0.8552543,MC1,Mark Hernandez PhD,Derek Burke,0
ownership,0.94727063,MC1,Mark Hernandez PhD,Faroe Islands Shrimp Shark,0
ownership,0.9313501,MC1,RPG,c01c6a10-60c9-4f11-9409-aa04c3963826,0
membership,0.921516,MC1,RPG,Mark Hernandez PhD,0
membership,0.9295381,MC1,RPG,Daniel Mcclain,0
membership,0.8463292,MC1,RPG,Anna Ortiz,0
family_relationship,0.9308051,MC1,Sarah Garcia,Jessica James,0
ownership,0.93903553,MC1,Sarah Garcia,26794528-86a5-4b5e-802f-50c3f226c66b,0
family_relationship,0.82553947,MC1,Sarah Garcia,Morgan Bell,0
family_relationship,0.86016643,MC1,Sarah Garcia,Mark Hernandez PhD,0
ownership,0.85559547,MC1,Sarah Garcia,c01c6a10-60c9-4f11-9409-aa04c3963826,0
ownership,0.8762135,MC1,Sarah Garcia,57,0
ownership,0.95001686,MC1,Jessica James,26794528-86a5-4b5e-802f-50c3f226c66b,0
family_relationship,0.8489216,MC1,Jessica James,Morgan Bell,0
family_relationship,0.88307196,MC1,Jessica James,Mark Hernandez PhD,0
ownership,0.8823626,MC1,Jessica James,c01c6a10-60c9-4f11-9409-aa04c3963826,0
ownership,0.897785,MC1,Jessica James,57,0
ownership,0.80722356,MC1,26794528-86a5-4b5e-802f-50c3f226c66b,c01c6a10-60c9-4f11-9409-aa04c3963826,0
ownership,0.8297334,MC1,26794528-86a5-4b5e-802f-50c3f226c66b,57,0
membership,0.94794756,MC1,5700,93380783,0
membership,0.8857649,MC1,5700,Mark Hernandez PhD,0
partnership,0.9226078,MC1,5700,Derek Burke,0
membership,0.87721086,MC1,93380783,Mark Hernandez PhD,0
membership,0.91949165,MC1,93380783,Derek Burke,0
membership,0.9121785,MC1,3129,6780,0
membership,0.9600214,MC1,1bf22b98-519c-4131-8bb4-53ecdd193100,Ocean Fisheries Llc,0
membership,0.8968933,MC1,8503254,80 Percent Arms,0
membership,0.8468856,MC1,8503254,CM Nationali,0
partnership,0.8159845,MC1,8503254,Calvin Salas,0
partnership,0.8275809,MC1,c18d0197-c30e-421f-bae3-2f8fa1e9159a,Richard Perkins,0
membership,0.81017405,MC1,c18d0197-c30e-421f-bae3-2f8fa1e9159a,Matthew Everett,0
membership,0.81454325,MC1,c18d0197-c30e-421f-bae3-2f8fa1e9159a,Richard Adams,0
family_relationship,0.89314944,MC1,c18d0197-c30e-421f-bae3-2f8fa1e9159a,Sept,0
family_relationship,0.87083244,MC1,c18d0197-c30e-421f-bae3-2f8fa1e9159a,Kari Zavala,0
ownership,0.82205904,MC1,Evelyn Pacheco,Anthony Sailboat Co Shipping,0
family_relationship,0.8740418,MC1,Evelyn Pacheco,Brianna Gregory,0
membership,0.87828267,MC1,914,8978,0
membership,0.9443956,MC1,914,Ntaco,0
partnership,0.8453748,MC1,Brooke Collins,Refugee Benefitsâ,0
family_relationship,0.8700184,MC1,Brooke Collins,Lori Weeks,0
partnership,0.82221466,MC1,Refugee Benefitsâ,518323906,0
partnership,0.82927954,MC1,Refugee Benefitsâ,30041,0
partnership,0.895822,MC1,Refugee Benefitsâ,âŠ,0
partnership,0.9390678,MC1,Refugee Benefitsâ,Lori Weeks,0
partnership,0.820243,MC1,Refugee Benefitsâ,ââ,0
partnership,0.8337343,MC1,518323906,30041,0
partnership,0.90584385,MC1,518323906,âŠ,0
partnership,0.9406528,MC1,518323906,Lori Weeks,0
partnership,0.8429298,MC1,518323906,ââ,0
membership,0.86220187,MC1,Randall Newman,png xi  Line,0
ownership,0.8065851,MC1,Randall Newman,SeaSpray Wave SRL Solutions,0
ownership,0.82621473,MC1,f656719b-783e-452b-801f-f60895068b23,Scott Edwards,0
membership,0.9618364,MC1,f656719b-783e-452b-801f-f60895068b23,âRestrainâ,0
membership,0.96345896,MC1,f656719b-783e-452b-801f-f60895068b23,Walter Graham,0
membership,0.92292047,MC1,f656719b-783e-452b-801f-f60895068b23,Gabrielle Wade,0
membership,0.8210869,MC1,f656719b-783e-452b-801f-f60895068b23,Linda Sherman,0
membership,0.81337726,MC1,f656719b-783e-452b-801f-f60895068b23,David Mcfarland,0
membership,0.82947224,MC1,f656719b-783e-452b-801f-f60895068b23,Patrick Cannon,0
membership,0.97599006,MC1,f656719b-783e-452b-801f-f60895068b23,âExploitationâ,0
membership,0.9429982,MC1,f656719b-783e-452b-801f-f60895068b23,Angela Powers,0
family_relationship,0.83354163,MC1,f656719b-783e-452b-801f-f60895068b23,f21800ca-b3c9-404b-8438-3d75ea84c409,0
membership,0.90197766,MC1,f656719b-783e-452b-801f-f60895068b23,Daniel Frank,0
family_relationship,0.8261619,MC1,f656719b-783e-452b-801f-f60895068b23,Feb,0
membership,0.89174634,MC1,f656719b-783e-452b-801f-f60895068b23,Melissa Gonzales,0
membership,0.90372413,MC1,f656719b-783e-452b-801f-f60895068b23,164,0
membership,0.89230734,MC1,f656719b-783e-452b-801f-f60895068b23,âdirect,0
membership,0.94530743,MC1,f656719b-783e-452b-801f-f60895068b23,âdirectlyâ,0
membership,0.9553599,MC1,f656719b-783e-452b-801f-f60895068b23,Angela Chang,0
membership,0.96139973,MC1,f656719b-783e-452b-801f-f60895068b23,âcriminally,0
membership,0.94643825,MC1,f656719b-783e-452b-801f-f60895068b23,Terry Mcknight,0
membership,0.9796683,MC1,f656719b-783e-452b-801f-f60895068b23,David Nielsen,0
membership,0.93333626,MC1,f656719b-783e-452b-801f-f60895068b23,Kenneth Cain,0
membership,0.91399485,MC1,f656719b-783e-452b-801f-f60895068b23,John Obrien,0
membership,0.95694417,MC1,f656719b-783e-452b-801f-f60895068b23,Michael Hansen,0
family_relationship,0.865948,MC1,f656719b-783e-452b-801f-f60895068b23,2028,0
membership,0.81728274,MC1,f656719b-783e-452b-801f-f60895068b23,Faroe Islands Shrimp Shark,0
membership,0.8569629,MC1,f656719b-783e-452b-801f-f60895068b23,979893388,0
ownership,0.89192224,MC1,f656719b-783e-452b-801f-f60895068b23,903311212,0
membership,0.8579328,MC1,âPerlaâ,âEmanuelââif,0
membership,0.9069785,MC1,Gina Armstrong DDS,âRestrainâ,0
family_relationship,0.91798216,MC1,Gina Armstrong DDS,Walter Graham,0
membership,0.942331,MC1,Gina Armstrong DDS,âExploitationâ,0
family_relationship,0.84596366,MC1,Gina Armstrong DDS,Angela Powers,0
membership,0.9479329,MC1,âRestrainâ,Walter Graham,0
family_relationship,0.8588753,MC1,Ryan Jones,David Mcfarland,0
family_relationship,0.82630545,MC1,Ryan Jones,Ann Nelson,0
family_relationship,0.87604177,MC1,Ryan Jones,Patrick Cannon,0
membership,0.90627754,MC1,Patrick Cannon,6780,0
partnership,0.86714894,MC1,Patrick Cannon,8503254,0
family_relationship,0.84315157,MC1,Jeanne Mills,Ann Nelson,0
family_relationship,0.89121985,MC1,Jeanne Mills,Patrick Cannon,0
membership,0.8737438,MC1,âExploitationâ,Angela Powers,0
membership,0.8526758,MC1,Austin Simpson,days,0
family_relationship,0.8429352,MC1,Austin Simpson,Thomas Morales,0
family_relationship,0.90574294,MC1,Austin Simpson,Seth Kelley,0
family_relationship,0.89382124,MC1,Austin Simpson,John Barnes DDS,0
family_relationship,0.84969,MC1,Austin Simpson,Grace Perez,0
family_relationship,0.8063354,MC1,Austin Simpson,Travis Rivera,0
family_relationship,0.8566257,MC1,Austin Simpson,Brandy Williams,0
ownership,0.80464196,MC1,Austin Simpson,ââ,0
membership,0.85238266,MC1,Austin Simpson,su y CJSC Canal,0
family_relationship,0.84189254,MC1,Austin Simpson,Marvin Everett,0
family_relationship,0.88001263,MC1,Austin Simpson,Robert Vega,0
membership,0.8009433,MC1,Austin Simpson,Mar del Oeste Pic,0
membership,0.9005175,MC1,Sarah Hays,8541598,0
membership,0.8697999,MC1,Sarah Hays,6731,0
membership,0.8550652,MC1,Sarah Hays,903311212,0
family_relationship,0.9097861,MC1,Richard Fleming,f21800ca-b3c9-404b-8438-3d75ea84c409,0
family_relationship,0.8712932,MC1,Richard Fleming,Sonia Fisheries Pvt,0
family_relationship,0.86711997,MC1,Melissa Gomez,Daniel Frank,0
membership,0.81450176,MC1,b1d6e468-f3c5-45f3-90a2-e76b2f329b2d,f656719b-783e-452b-801f-f60895068b23,0
family_relationship,0.90735924,MC1,b1d6e468-f3c5-45f3-90a2-e76b2f329b2d,Feb,0
ownership,0.921677,MC1,b1d6e468-f3c5-45f3-90a2-e76b2f329b2d,Jeremy Woodard,0
ownership,0.86554664,MC1,b1d6e468-f3c5-45f3-90a2-e76b2f329b2d,Miranda Long,0
membership,0.90532446,MC1,b1d6e468-f3c5-45f3-90a2-e76b2f329b2d,Amanda Mckenzie,0
membership,0.8983629,MC1,b1d6e468-f3c5-45f3-90a2-e76b2f329b2d,Michelle Kelley,0
membership,0.91638297,MC1,b1d6e468-f3c5-45f3-90a2-e76b2f329b2d,Austin Simpson,0
membership,0.8396719,MC1,b1d6e468-f3c5-45f3-90a2-e76b2f329b2d,su y CJSC Canal,0
membership,0.8246562,MC1,b1d6e468-f3c5-45f3-90a2-e76b2f329b2d,Marvin Everett,0
membership,0.881382,MC1,b1d6e468-f3c5-45f3-90a2-e76b2f329b2d,Robert Vega,0
membership,0.8495153,MC1,b1d6e468-f3c5-45f3-90a2-e76b2f329b2d,ââ,0
membership,0.89916646,MC1,b1d6e468-f3c5-45f3-90a2-e76b2f329b2d,Angela Powers,0
membership,0.8018355,MC1,b1d6e468-f3c5-45f3-90a2-e76b2f329b2d,Brandon Thomas,0
ownership,0.8220628,MC1,b1d6e468-f3c5-45f3-90a2-e76b2f329b2d,Mexicoââ,0
ownership,0.9100664,MC1,b1d6e468-f3c5-45f3-90a2-e76b2f329b2d,Christopher Miller,0
ownership,0.8368295,MC1,b1d6e468-f3c5-45f3-90a2-e76b2f329b2d,Scott Anderson,0
membership,0.9147,MC1,b1d6e468-f3c5-45f3-90a2-e76b2f329b2d,âenticedâ,0
ownership,0.9370244,MC1,b1d6e468-f3c5-45f3-90a2-e76b2f329b2d,13d79d632036,0
membership,0.844323,MC1,b1d6e468-f3c5-45f3-90a2-e76b2f329b2d,Faroe Islands Shrimp Shark,0
family_relationship,0.9433061,MC1,b1d6e468-f3c5-45f3-90a2-e76b2f329b2d,979893388,0
membership,0.9138402,MC1,Feb,Shane Hahn,0
membership,0.91401356,MC1,Feb,âundeniableâ,0
membership,0.8938281,MC1,Feb,ârequested,0
membership,0.80347526,MC1,Feb,Brian Marsh,0
membership,0.8385931,MC1,Feb,Scott Dougherty,0
partnership,0.8790615,MC1,Feb,Deborah Carson,0
membership,0.8029088,MC1,Feb,3105981,0
